Wall time,Step,Value
1677999611.1923306,0,0.9716208577156067
1677999746.6260169,1,0.7002021670341492
1677999872.792264,2,0.6763836741447449
1678000005.4143975,3,0.6311969757080078
1678000121.7794733,4,0.6105805039405823
1678000247.17423,5,0.6000849604606628
1678000384.4305346,6,0.5325357913970947
1678000534.8294961,7,0.562690258026123
1678000675.4300153,8,0.5318684577941895
1678000806.9715526,9,0.5222824215888977
1678000941.3599153,10,0.5065200328826904
1678001071.9985726,11,0.48832929134368896
1678001205.7319622,12,0.5162789821624756
1678001327.509872,13,0.5012484788894653
1678001452.53171,14,0.4703189730644226
1678001570.0250533,15,0.4941369593143463
1678001682.9297762,16,0.46285903453826904
1678001795.337135,17,0.4707510471343994
1678001914.6790454,18,0.4839988946914673
1678002037.4185133,19,0.4383279085159302
1678002157.8062544,20,0.45381683111190796
1678002283.0978642,21,0.46353062987327576
1678002392.868018,22,0.4354017674922943
1678002502.451701,23,0.423817902803421
1678002625.2375517,24,0.4224102795124054
1678002739.4845066,25,0.434675395488739
1678002869.2066092,26,0.4183797538280487
1678002981.240687,27,0.402859091758728
1678003104.6866179,28,0.3929246664047241
1678003217.0239794,29,0.40299978852272034
1678003338.7357333,30,0.39121830463409424
1678003455.1990402,31,0.3790557384490967
1678003569.1525042,32,0.38006705045700073
1678003686.71023,33,0.39783355593681335
1678003805.0360703,34,0.3852333128452301
1678003922.6554878,35,0.38228458166122437
1678004036.280393,36,0.36408042907714844
1678004165.6137087,37,0.3735573887825012
1678004304.8536048,38,0.36360064148902893
1678004438.299183,39,0.36287349462509155
1678004569.229345,40,0.36808910965919495
1678004694.6823711,41,0.3520938456058502
1678004826.6675656,42,0.3636489510536194
1678004950.674867,43,0.3548193871974945
1678005067.5353854,44,0.34215816855430603
1678005196.3062265,45,0.3329349160194397
1678005347.3732283,46,0.34883102774620056
1678005471.415013,47,0.31623899936676025
1678005588.6998367,48,0.34136107563972473
1678005716.1531878,49,0.35126399993896484
1679815015.1215503,50,0.31964072585105896
1679815140.6804385,51,0.32380762696266174
1679815271.4488175,52,0.31707489490509033
1679815375.8883648,53,0.32259345054626465
1679815515.4457366,54,0.3212166726589203
1679815634.659771,55,0.3306317627429962
1679815747.8557367,56,0.31487780809402466
1679815866.0466073,57,0.31405383348464966
1679815985.178681,58,0.3173937499523163
1679816109.8463125,59,0.30218416452407837
1679816247.6410975,60,0.31708312034606934
1679816388.5747101,61,0.2980252206325531
1679816511.8759997,62,0.2910124957561493
1679816638.4860208,63,0.29240289330482483
1679816764.5902715,64,0.30129939317703247
1679816878.2519166,65,0.29108306765556335
1679816998.1832092,66,0.2752527892589569
1679817115.8218367,67,0.2841547131538391
1679817232.6461558,68,0.2716784179210663
1679817359.674957,69,0.29007765650749207
1679817481.4015021,70,0.2702134847640991
1679817605.0193572,71,0.26709768176078796
1679817721.1826766,72,0.27542564272880554
1679817832.1105502,73,0.2678881883621216
1679817964.811679,74,0.2645452618598938
1679818077.835238,75,0.26240530610084534
1679818209.5485723,76,0.2643166780471802
1679818327.3322911,77,0.2552403211593628
1679818441.080821,78,0.2588726878166199
1679818560.0324626,79,0.2595379948616028
1679818676.017507,80,0.24328674376010895
1679818787.1767027,81,0.2518880069255829
1679818899.523278,82,0.25526872277259827
1679819009.3074026,83,0.24613189697265625
1679819142.0353744,84,0.24741272628307343
1679819258.9145198,85,0.25431057810783386
1679819371.4672172,86,0.24033880233764648
1679819498.4709907,87,0.24677808582782745
1679819618.1297572,88,0.23002275824546814
1679819734.7441072,89,0.2370133399963379
1679819858.0090775,90,0.22647324204444885
1679819968.1225076,91,0.22667665779590607
1679820086.0567229,92,0.23811669647693634
1679820207.1663451,93,0.2189698964357376
1679820335.717619,94,0.2336687445640564
1679820456.8474247,95,0.2465306520462036
1679820571.7879295,96,0.22320310771465302
1679820691.0230236,97,0.22447074949741364
1679820811.5935817,98,0.22317691147327423
1679820923.138812,99,0.22647157311439514
1679821044.5543725,100,0.22030986845493317
1679821152.5472083,101,0.22531361877918243
1679821260.8596244,102,0.21060752868652344
1679821378.4378142,103,0.20562179386615753
1679821497.5696948,104,0.20479241013526917
1679821607.1396012,105,0.20851367712020874
1679821724.5941753,106,0.20618729293346405
1679821851.365254,107,0.2032838612794876
1679821962.6667137,108,0.20061294734477997
1679822073.5694706,109,0.20452840626239777
1679822200.9371245,110,0.2051953375339508
1679822319.2996664,111,0.19346460700035095
1679822440.306122,112,0.19525974988937378
1679822551.8524666,113,0.19393621385097504
1679822669.6153038,114,0.19659234583377838
1679822774.9463532,115,0.1837807595729828
1679822896.7673593,116,0.18398813903331757
1679823012.809493,117,0.1785631626844406
1679823134.5675757,118,0.18821042776107788
1679823263.4518747,119,0.18040384352207184
1679823376.3355346,120,0.1835470050573349
1679823489.358823,121,0.17125491797924042
1679823598.3449337,122,0.1707288920879364
1679823726.3587232,123,0.17857225239276886
1679823850.5737162,124,0.1806485801935196
1679823974.4929368,125,0.18514961004257202
1679824099.7883706,126,0.17112226784229279
1679824228.5088408,127,0.1748732626438141
1679824337.517422,128,0.18668992817401886
1679824450.642424,129,0.167264923453331
1679824571.2633903,130,0.16449867188930511
1679824695.0427392,131,0.16154985129833221
1679824823.3878925,132,0.17102131247520447
1679824944.096189,133,0.16011318564414978
1679825064.0119514,134,0.15746673941612244
1679825193.2142606,135,0.15671661496162415
1679825309.5571449,136,0.1732056736946106
1679825427.4096668,137,0.15689922869205475
1679825538.722325,138,0.15831612050533295
1679825665.9048345,139,0.15973880887031555
1679825786.612499,140,0.15942244231700897
1679825904.6917408,141,0.1585077941417694
1679826028.2117763,142,0.14300599694252014
1679826159.7368803,143,0.15032240748405457
1679826294.4520497,144,0.1440962851047516
1679826413.4495575,145,0.15828530490398407
1679826529.1769626,146,0.14354538917541504
1679826651.693794,147,0.14146974682807922
1679826780.1487148,148,0.15190726518630981
1679826897.2906148,149,0.1477305293083191
1679827020.2046132,150,0.15331315994262695
1679827130.5435553,151,0.14167755842208862
1679827240.40521,152,0.14479026198387146
1679827363.0630126,153,0.14418534934520721
1679827484.1882012,154,0.14105451107025146
1679827607.9498851,155,0.13514484465122223
1679827718.5670326,156,0.13501372933387756
1679827851.237863,157,0.1324988305568695
1679827977.903504,158,0.14082665741443634
1679828102.2477152,159,0.13326388597488403
1679828221.1852465,160,0.13179798424243927
1679828335.5171385,161,0.13428157567977905
1679828465.0131338,162,0.12604106962680817
1679828581.4421413,163,0.1329643577337265
1679828702.8476439,164,0.1329210251569748
1679828831.2504554,165,0.13419492542743683
1679828967.067059,166,0.13046011328697205
1679829095.4359765,167,0.12925292551517487
1679829209.5290089,168,0.13232608139514923
1679829330.7059276,169,0.12182269245386124
1679829444.7658818,170,0.12260351330041885
1679829562.1070194,171,0.12003044784069061
1679829678.2645173,172,0.1194848045706749
1679829793.2130988,173,0.12397950887680054
1679829922.296427,174,0.11730188131332397
1679830048.5898879,175,0.11625246703624725
1679830164.957009,176,0.11445958912372589
1679830290.7004735,177,0.11375148594379425
1679830406.6642535,178,0.11466735601425171
1679830516.2388346,179,0.1113651692867279
1679830631.136703,180,0.11022467911243439
1679830749.80136,181,0.11502818763256073
1679830870.5199497,182,0.11291588842868805
1679830982.6790645,183,0.12294159084558487
1679831110.5083146,184,0.11841708421707153
1679831231.1038451,185,0.11751454323530197
1679831352.5827866,186,0.11158735305070877
1679831484.3146727,187,0.11205516755580902
1679831604.8720143,188,0.10604868829250336
