Wall time,Step,Value
1679563592.0802376,0,0.3680458962917328
1679563655.8831716,1,0.46619704365730286
1679563712.5837765,2,0.4668108820915222
1679563767.6825094,3,0.4089476466178894
1679563822.6890435,4,0.49302786588668823
1679563877.0029685,5,0.4787275195121765
1679563935.3385987,6,0.5064211487770081
1679563990.6189868,7,0.47438308596611023
1679564050.1316328,8,0.4561832845211029
1679564112.7162085,9,0.43368425965309143
1679564176.9103777,10,0.435919851064682
1679564238.6589994,11,0.39995497465133667
1679564297.1738915,12,0.4513600170612335
1679564359.4002314,13,0.4531331956386566
1679564419.113203,14,0.46150025725364685
1679564480.2867947,15,0.49442383646965027
1679564540.2195454,16,0.4271470606327057
1679564598.8487692,17,0.41399288177490234
1679564661.1220722,18,0.436474084854126
1679564736.82381,19,0.44904017448425293
1679564799.376691,20,0.4517498016357422
1679564861.2628582,21,0.4555332064628601
1679564920.0701432,22,0.44228965044021606
1679564983.3008487,23,0.4127642810344696
1679565049.2664492,24,0.432242214679718
1679565111.1303256,25,0.4510219991207123
1679565170.7942405,26,0.409601092338562
1679565231.5386868,27,0.407272070646286
1679565287.7028105,28,0.4464849531650543
1679565350.0462282,29,0.39709606766700745
1679565414.8142936,30,0.43099650740623474
1679565473.3012629,31,0.4311865568161011
1679565534.0989208,32,0.4243835210800171
1679565593.5032196,33,0.4231802821159363
1679565651.9199746,34,0.3911564350128174
1679565713.4184735,35,0.4416801333427429
1679565776.4174542,36,0.4207113981246948
1679565836.582229,37,0.3888980746269226
1679565895.9731658,38,0.38518160581588745
1679565955.74538,39,0.37017014622688293
1679566015.6558297,40,0.4186251163482666
1679566075.433485,41,0.40999194979667664
1679566133.5181031,42,0.4004858434200287
1679566192.8636212,43,0.43075093626976013
1679566252.1337337,44,0.38699185848236084
1679566309.8736684,45,0.3877977430820465
1679566366.638486,46,0.37459227442741394
1679566427.354813,47,0.39592185616493225
1679566487.3606594,48,0.3917413055896759
1679566543.8670628,49,0.36093810200691223
1679566601.6622465,50,0.4154491424560547
1679566662.4264028,51,0.3691529929637909
1679566718.03856,52,0.3746628165245056
1679566779.046138,53,0.37971988320350647
1679566834.7642877,54,0.3992496132850647
1679566892.5370054,55,0.3482930660247803
1679566952.7615943,56,0.36760252714157104
1679567008.325159,57,0.3686423897743225
1679567063.5675287,58,0.34036195278167725
1679567122.1225653,59,0.3439160883426666
1679567177.9026966,60,0.36597684025764465
1679567235.2675009,61,0.3571469783782959
1679567290.444,62,0.3341856896877289
1679567347.135002,63,0.3996109664440155
1679567402.5593479,64,0.33296799659729004
1679567457.644954,65,0.34153446555137634
1679567514.5024014,66,0.3567264974117279
1679567574.497019,67,0.37274369597435
1679567634.5037246,68,0.38640743494033813
1679567692.7572734,69,0.3444688320159912
1679567748.9545646,70,0.3764396905899048
1679567806.9300745,71,0.364254355430603
1679567862.3174605,72,0.3224242031574249
1679567921.3106322,73,0.31788405776023865
1679567978.7496393,74,0.3542293906211853
1679568035.3374493,75,0.33252984285354614
1679568093.0470455,76,0.3729449212551117
1679568152.8871977,77,0.33615294098854065
1679568207.0635986,78,0.2944085896015167
1679568262.794389,79,0.34122273325920105
1679568325.1428463,80,0.3482619822025299
1679568379.3657124,81,0.33349117636680603
1679568436.761339,82,0.3490568995475769
1679568492.9394135,83,0.30818310379981995
1679568551.3764613,84,0.32967713475227356
1679568606.6281588,85,0.32519590854644775
1679568662.1567233,86,0.3570789694786072
1679568718.01568,87,0.34783318638801575
1679568773.529711,88,0.3452260494232178
1679568831.6730883,89,0.33489131927490234
1679568888.8597386,90,0.3646015524864197
1679568945.8973935,91,0.31041744351387024
1679569002.4712913,92,0.32346171140670776
1679569063.6168885,93,0.3026319444179535
1679569121.2264724,94,0.3177737295627594
1679569178.0592656,95,0.3231860101222992
1679569236.3621447,96,0.3030688166618347
1679569295.4894738,97,0.3204481601715088
1679569354.452896,98,0.35799840092658997
1679569409.6795008,99,0.3061269521713257
1679569467.261153,100,0.3257409930229187
1679569524.7536762,101,0.33506205677986145
1679569582.8610911,102,0.3283954858779907
1679569641.879491,103,0.3563195466995239
1679569699.0679936,104,0.30827009677886963
1679569756.602508,105,0.31230202317237854
1679569814.4975533,106,0.31128138303756714
1679569870.9313643,107,0.29474762082099915
1679569928.0489526,108,0.291538804769516
1679569985.6716568,109,0.3043268918991089
1679570042.1758778,110,0.37620124220848083
1679570099.4210637,111,0.31596362590789795
1679570155.988255,112,0.28528374433517456
1679570214.6920612,113,0.293989896774292
1679570273.3423092,114,0.30108582973480225
1679570330.9539921,115,0.28947171568870544
1679570392.3556786,116,0.3111295998096466
1679570452.0473185,117,0.31471577286720276
1679570509.2302752,118,0.319750040769577
1679570564.4362605,119,0.30241525173187256
1679570626.64451,120,0.3415851593017578
1679570684.530172,121,0.30384713411331177
1679570741.2640448,122,0.28854668140411377
1679570803.4024591,123,0.32831528782844543
1679570861.370834,124,0.2590218484401703
1679570916.7433982,125,0.31104275584220886
1679570973.9655323,126,0.29522788524627686
1679571030.4239278,127,0.34227749705314636
1679571089.540565,128,0.2802610695362091
1679571150.0553436,129,0.30873891711235046
1679571213.9054701,130,0.3501163721084595
1679571269.263638,131,0.3041682243347168
1679571324.7243433,132,0.3212706744670868
1679571381.6315248,133,0.32409873604774475
1679571435.6417744,134,0.2942471504211426
1679571493.5998924,135,0.3065514862537384
1679571550.0871725,136,0.3071621060371399
1679571606.5330918,137,0.30882641673088074
1679571666.7801635,138,0.33985644578933716
1679571723.0302188,139,0.2925066351890564
1679571778.401195,140,0.3009771406650543
1679571834.261091,141,0.2875649333000183
1679571893.6912594,142,0.29715022444725037
1679571952.7776425,143,0.30550679564476013
1679572011.3912902,144,0.3083924353122711
1679572071.0390632,145,0.29701656103134155
1679572124.455941,146,0.306159108877182
1679572181.6572738,147,0.31271231174468994
1679572236.9075654,148,0.2749682664871216
1679572291.2934265,149,0.2984563112258911
1679572347.0623298,150,0.29563963413238525
1679572401.7679977,151,0.29771125316619873
1679572458.2317445,152,0.2981126606464386
1679572512.2841134,153,0.27728554606437683
1679572567.4854755,154,0.29651105403900146
1679572621.5004714,155,0.25167331099510193
1679572675.6319823,156,0.2775294780731201
1679572734.117946,157,0.27509427070617676
1679572788.1836631,158,0.2363377958536148
1679572844.903773,159,0.28468576073646545
1679572899.4544673,160,0.28670915961265564
1679572955.4882326,161,0.2944716215133667
1679573008.3556998,162,0.3161419928073883
1679573063.0649066,163,0.2988344728946686
1679573116.0237312,164,0.3040327727794647
1679573171.2029684,165,0.3040837049484253
1679573230.1061196,166,0.28212791681289673
1679573284.2761505,167,0.31491509079933167
1679573338.2749653,168,0.2702118456363678
1679573395.6366858,169,0.2897707521915436
1679573448.1303406,170,0.2689940929412842
1679573506.6793003,171,0.30002903938293457
1679573561.9890547,172,0.253567099571228
1679573618.4370666,173,0.28195077180862427
1679573675.9537675,174,0.27401337027549744
1679573731.730723,175,0.2737267315387726
1679573787.5080843,176,0.2730131447315216
1679573842.1931236,177,0.26837775111198425
1679573897.6825562,178,0.3190382719039917
1679573953.1918545,179,0.2597324848175049
1679574008.3454552,180,0.28398293256759644
1679574063.5074084,181,0.2800194025039673
1679574118.9893565,182,0.28539571166038513
1679574176.052276,183,0.26856181025505066
1679574230.679611,184,0.3070482313632965
1679574285.9407876,185,0.27342119812965393
1679574343.89087,186,0.3143727779388428
1679574398.0176132,187,0.27800801396369934
1679574450.763885,188,0.2476915419101715
1679574508.3540578,189,0.31287527084350586
1679574562.5952518,190,0.3074547350406647
1679574619.453294,191,0.2577572762966156
1679574674.1178174,192,0.29523712396621704
1679574730.7948139,193,0.30880263447761536
1679574785.8385277,194,0.25752055644989014
1679574841.0251617,195,0.27620232105255127
1679574893.629761,196,0.2645856440067291
1679574950.9145288,197,0.28783759474754333
1679575005.770527,198,0.29920363426208496
1679575060.8383548,199,0.3072480261325836
1679575115.9500203,200,0.2937248647212982
1679575169.2671661,201,0.29842814803123474
1679575224.4734397,202,0.28542929887771606
1679575277.6331775,203,0.265461802482605
1679575334.654641,204,0.26910221576690674
1679575395.4637988,205,0.284594863653183
1679575456.2528424,206,0.2880224287509918
1679575513.5528803,207,0.27045828104019165
1679575567.6124666,208,0.24446052312850952
1679575622.7432203,209,0.2542674243450165
1679575680.1636608,210,0.2778257131576538
1679575738.5942416,211,0.2736629545688629
1679575798.6694767,212,0.2446926236152649
1679575857.6795301,213,0.28299981355667114
1679575916.0187404,214,0.2926187813282013
1679575977.4737196,215,0.2873011827468872
1679576033.784537,216,0.2767811119556427
1679576090.5150552,217,0.2962110638618469
1679576149.2100933,218,0.2777364253997803
1679576207.4279177,219,0.2751825451850891
1679576262.2003007,220,0.3011871576309204
1679576317.445241,221,0.2739400565624237
1679576373.7425416,222,0.2770533561706543
1679576430.4869735,223,0.2473757565021515
1679576490.7103412,224,0.31293967366218567
1679576553.305654,225,0.26598477363586426
1679576608.0690112,226,0.2644103169441223
1679576663.2860143,227,0.25313687324523926
1679576721.4696965,228,0.2622109651565552
1679576777.6020107,229,0.251949280500412
1679576839.2070656,230,0.29225385189056396
1679576899.0682118,231,0.270521342754364
1679576958.2338138,232,0.2971564531326294
1679577013.0973096,233,0.25483885407447815
1679577071.2375026,234,0.269208699464798
1679577128.957559,235,0.2569502890110016
1679577188.7396884,236,0.27858126163482666
1679577246.7396178,237,0.24202805757522583
1679577306.3327367,238,0.25326651334762573
1679577364.7476466,239,0.2504774332046509
1679577422.347956,240,0.27553126215934753
1679577480.5892992,241,0.2933414876461029
1679577535.1254563,242,0.25053948163986206
1679577594.788157,243,0.24218322336673737
1679577653.9105866,244,0.2656324505805969
1679577711.5185335,245,0.24397368729114532
1679577768.9465306,246,0.22912299633026123
1679577830.0258667,247,0.26443353295326233
1679577889.3379598,248,0.27574145793914795
1679577944.23246,249,0.2591933310031891
1679578003.9902964,250,0.2682616412639618
1679578062.7186983,251,0.24863626062870026
1679578123.974719,252,0.2224723845720291
1679578180.5224931,253,0.2285298854112625
1679578240.9273615,254,0.30896902084350586
1679578303.6135068,255,0.26853805780410767
1679578366.4401994,256,0.255983829498291
1679578424.4530253,257,0.24562007188796997
1679578479.5015702,258,0.2340988963842392
1679578541.7095048,259,0.3007861375808716
1679578598.4974947,260,0.26456141471862793
1679578653.7818966,261,0.25521016120910645
1679578707.7582395,262,0.26230454444885254
1679578764.5988781,263,0.28416556119918823
1679578818.6920166,264,0.25522202253341675
1679578875.806493,265,0.3002658188343048
1679578934.7916293,266,0.2773852050304413
1679578989.011949,267,0.26538485288619995
1679579044.2542324,268,0.2546416223049164
1679579098.0355763,269,0.23508203029632568
1679579154.5510783,270,0.2442670613527298
1679579211.2070143,271,0.23528778553009033
1679579263.9325073,272,0.1940499097108841
1679579317.2872076,273,0.25925326347351074
1679579371.05401,274,0.2744884490966797
1679579424.6242557,275,0.2564670145511627
1679579478.7798965,276,0.23552608489990234
1679579533.1069443,277,0.28672412037849426
1679579589.4055424,278,0.25117284059524536
1679579645.5178683,279,0.2805249094963074
1679579699.669316,280,0.22003860771656036
1679579756.4087477,281,0.2451891154050827
1679579811.7064438,282,0.28737473487854004
1679579864.7907891,283,0.26961594820022583
1679579919.6150067,284,0.2684403955936432
1679579976.031277,285,0.2212672382593155
1679580029.7679331,286,0.2427234798669815
1679580085.2231836,287,0.2403150051832199
1679580139.5251122,288,0.23545967042446136
1679580194.8162594,289,0.22214213013648987
1679580248.6062233,290,0.24118715524673462
1679580303.2493677,291,0.20885051786899567
1679580358.909271,292,0.25427210330963135
1679580413.5650334,293,0.2916305363178253
1679580469.1660542,294,0.2713783383369446
